id,median_house_value
1937,176740.17827174
20215,261219.755615975
2526,96459.490560871
9104,152647.852064659
13325,129559.754746423
383,255137.279381446
19035,143990.785276147
9371,644210.157014549
2152,99464.8963331413
20585,141889.690342905
5981,126578.353673026
9435,67285.6375879596
20143,190221.174508938
16750,234642.383270756
4051,449733.228094198
11283,232247.144493812
10426,323262.976662814
4811,157248.199499841
12901,112713.470308988
16449,122377.376897009
4704,364347.846165484
8131,173471.316716083
6955,224701.975215614
19947,84301.3434576315
12846,166094.645551838
6962,215057.660617271
19078,238177.173712592
10367,305689.837427306
4096,300068.099741528
8383,176276.573498546
13252,159123.69801422
12927,161353.624569926
7885,197161.861736984
18241,219230.327924072
1580,329933.663873075
17764,222443.737341073
17987,283895.888565437
14086,274507.305233071
1403,254684.190211319
1285,138420.581785922
419,323736.117736865
3603,256265.309351552
10728,505207.048625592
4114,282004.619978002
7902,248053.482587355
5449,232745.928215628
12522,127094.978151966
10404,283199.200194001
575,295853.556091065
14911,192544.112878326
6869,137315.840100069
16219,185711.422036816
17232,245949.509219361
15638,275948.49416862
10309,337126.19527962
4123,160764.268744272
113,279700.879132881
14682,235062.301787545
1862,92926.8509230347
10605,313600.388847475
732,247647.59528999
11405,260130.640684414
7353,162478.811964283
3439,173048.117740638
7722,262488.846238756
18331,454524.061924455
13402,123963.498323067
14971,161240.03705014
13346,93743.6622899022
3261,128551.163060989
1156,77126.4306785189
10073,-67066.9929276644
13685,196084.455174443
12466,185571.758825095
15665,303399.136206898
11298,237380.082102334
7318,129031.012109423
9005,412799.386910266
7312,101333.747146897
11361,146098.210000261
15958,255108.748653711
7308,145177.289975978
15641,340495.016447777
9744,253248.515099711
12349,131124.366514033
6496,170505.774878759
3136,131611.494120261
7551,188240.138082449
1573,243102.978997463
18582,210376.724817037
8862,339564.68196959
708,257929.447198216
2023,72935.4844760956
12829,145107.342688343
9943,180916.790381945
14261,100885.951716294
12566,141626.334933852
1415,290233.790631069
12726,141399.421183482
3572,399755.44455493
17352,262464.518962809
14736,246048.256816925
7307,165243.748536771
5806,159716.859443455
7625,246376.037014354
17694,261982.197822163
10371,254228.533109017
3593,145352.468460519
8279,140894.188247109
356,264978.644028228
19192,250380.288124829
10858,127839.252221575
12464,174942.6912021
13910,97921.7871569878
16830,326267.517065475
6814,174243.220329697
680,246009.935250465
11250,193550.176888949
5844,195103.106725867
2608,134057.860926329
15515,196970.326772056
11280,271133.333052221
10049,87918.3047095936
3879,291332.822786995
14502,212125.801917063
2636,144985.657289677
13653,124065.195305683
19482,124997.995678532
15942,247097.293027523
6341,155856.727167849
5761,252253.063390266
11958,93390.203972091
1820,332756.569469719
20430,347353.867041397
2505,126739.882351974
19679,78577.7563745095
11360,88742.5777353835
20205,245014.646494184
12834,142135.694098928
17337,327943.249979583
2298,35874.2795488093
5306,459679.827553746
8387,287684.677892971
8952,159360.133173508
20173,230814.62631871
16767,241327.551833134
15619,409755.580207707
10864,179993.098914258
6688,209728.163565058
6610,146931.546429606
16438,140198.970045724
20406,335554.794986216
7604,166272.821025571
848,206433.444171903
11187,308037.077463657
4735,231856.075222437
2585,127178.678172023
14906,148035.679983085
10730,337464.180188774
18740,70232.9538338865
4054,240449.140217752
16700,200736.535081043
15198,319063.117503781
5669,219825.313259267
18411,236365.8457227
2700,56036.5149460709
15722,288575.231076655
13247,268844.565923734
7176,154275.133627934
11505,278583.021652708
1879,41198.153872459
9580,86533.8615019434
3097,92700.8685103349
19292,234725.421372407
15468,236504.253009625
4726,253705.96315419
15031,219818.175424373
10991,183775.149225689
11150,196361.156574816
16002,340027.748305307
9726,191047.332480686
10953,125931.345050707
13485,173621.455822411
17957,326729.652727224
16079,357497.496682417
6906,196210.649108172
14032,217999.507111881
14793,214350.616459961
15370,161763.67761476
12470,181735.209537392
5292,670608.854485235
4087,248453.869405133
4220,214080.374122501
17334,312940.499608063
5275,383568.355164176
673,249810.25355882
2401,62457.5207687788
11414,263368.097276925
7584,157918.908387361
11746,207787.066456653
36,156831.716454635
7470,193023.976789089
17451,383234.609323925
8593,262565.023902124
15034,227863.632146514
9178,224835.793674101
5580,215414.659134417
15487,199684.213981772
15948,236413.755564516
12996,126511.716671689
7942,207751.346017375
9781,229518.240064031
9800,300602.117505641
12411,144301.770425595
15770,368052.684752122
11508,279723.49478442
14267,143915.361026727
14857,276218.682167993
9792,253034.876468483
11236,257396.302639067
14676,128998.080130251
7637,212288.128672587
12331,72391.0898074694
10035,62606.871361876
16426,109996.654028281
17245,205476.1827064
439,200284.999807998
859,194707.339812026
8379,185305.095697076
11729,3658.61739184453
3108,92749.997176851
12625,166949.28412275
12668,127185.392637731
14217,225174.968048233
19045,162187.04740819
13432,179449.24498685
398,247852.923693706
13671,106526.107309373
11812,115852.611941325
9574,119441.121350017
13062,158909.61322574
10800,313056.275491213
11471,340119.858493855
13912,72638.1883823848
4339,152426.911522651
19453,194815.894629025
13182,189295.772095162
1876,61853.9080520957
2455,111073.528379073
13513,86291.1635276031
4924,102289.366407219
11168,263892.838276001
6385,237946.951927505
18635,295215.688896969
19801,17158.6307582775
20020,143461.301144527
1960,105596.669426571
3768,294439.852528758
3549,289555.018119771
3564,279899.407779754
11743,140535.349309116
1995,101118.854060532
6700,250479.551830713
1258,192268.908648813
13348,80216.7815776011
9610,72970.0030512957
11713,54428.9760266849
9404,371808.246724799
6183,177407.563521567
7393,167231.255604885
14151,191873.326316762
3944,283011.925527418
18747,38156.5237532239
7439,182485.235748357
18395,260799.616036858
9430,298885.341897654
9244,45208.1234466833
6521,137473.755622168
16501,127599.419067513
1247,139061.621264699
10079,91611.8313995021
1894,-12263.3109235307
15236,477713.032868527
19372,138625.954872929
7451,160246.30636977
3532,316588.817012379
11089,236393.951612153
17609,352268.974967457
9513,185006.878398171
343,163308.145007757
17320,326980.080991553
12250,145204.033329482
15177,225009.497653088
7417,179860.984574176
10050,83891.6588288192
18387,360079.553787106
11186,261572.859929372
18701,86788.290175484
14651,210219.787693759
16291,78606.0127948091
3198,186450.14538123
9431,192915.694139622
8526,250238.177143138
5674,296162.004478321
19777,50230.4507211195
18117,342044.928841652
14730,249219.287470092
15918,213923.851651988
17988,257899.090440214
7038,220467.396163521
16925,245064.28752727
13225,142338.480106246
2365,157292.461076273
12165,111184.282681567
11930,174326.843103238
1287,176436.141229042
12027,115168.45311203
19101,245531.341770312
4373,257819.900927962
38,162509.247908003
18530,233806.26394844
7529,140134.038693666
16590,145867.156219728
17623,298444.842908232
17680,204321.114438761
16304,150579.127401806
7002,147797.266603884
14153,204223.396856099
3381,234290.265645258
18064,367602.816193251
6834,204169.874349609
5368,420392.492015089
4038,241994.983435193
664,231464.014098642
7935,302164.722877567
17197,197207.54971959
9413,223384.621780936
2106,71109.6083593448
345,161209.602654249
223,284099.350759219
627,249539.531825397
2559,139840.419394477
7874,224782.771066189
9762,299952.08747678
3630,272766.83807871
3478,334247.397203612
19172,222927.062189319
4568,149929.374727205
6029,227630.495928345
269,259584.817447357
14654,147025.014065883
5016,198563.227081539
11123,238093.845940718
1459,271742.679298021
6589,313267.849064467
4309,147699.665473739
19643,88565.8460670174
2458,128799.59423329
16572,251429.597063198
10267,263794.683321795
7175,146372.06032314
2676,106749.129093218
17419,244780.546702805
5918,125817.173829283
18681,218762.443198771
9680,78080.6312280049
19031,265544.655550727
13300,138972.91756238
14902,200417.213727242
1636,373708.016332728
2867,122619.415329103
10475,279556.155168043
17061,263792.885956364
357,176350.86856543
5952,201504.796305185
17714,278416.785634513
8257,221838.922599011
12376,304084.089731759
13180,294056.504490191
20216,252137.694011437
10608,281403.625543781
2511,184695.632712663
16108,226959.180435633
19047,201002.836191281
17049,376997.024848515
13749,163377.485308642
19314,287226.801487912
7712,216723.346227056
7700,254560.59869585
9484,187350.027937153
20344,273052.413095991
7633,201096.481135647
16540,103285.00900531
12773,111852.851330078
19338,135187.059575965
16282,105547.588901711
7302,159362.0531992
14746,221089.268261043
17605,329614.611006416
8061,184825.257817012
14917,218394.939379974
16148,275922.195482237
3637,208819.298768946
13827,76042.2588708926
5979,249348.786350921
8260,201345.526734396
7789,242411.265816578
568,278922.871163188
16299,121189.050058335
2216,318926.096397744
15173,269679.160770906
10678,282073.571755843
1060,120779.762863898
6609,219841.006525064
20291,220804.629311294
15730,156189.71391488
11963,114642.147669879
13053,161101.96224319
11454,295526.720009863
11757,209306.262400729
7960,264992.601143156
19174,215951.482861464
10766,313933.272467109
17284,319825.065116337
17054,348002.244097689
9246,84483.864303346
17853,278030.134329297
11332,167808.13892693
10636,282840.164283905
8258,195796.815992839
15509,195269.031029613
4554,116598.401228563
2367,120834.713410618
16928,198917.333664189
15165,197045.500987162
3369,-9120.53990328952
4439,138135.113424378
3557,396303.22581625
2389,104472.86151195
14223,241460.230585008
6685,312244.392453681
7858,194479.559214941
1484,191083.760025161
6929,160938.926931099
5520,302339.379631558
16408,158340.534765929
7195,135471.300350487
7069,241806.778971682
9958,236564.094901092
12032,157567.410269129
1239,97456.9626540802
15077,233765.262681118
138,394420.495745542
387,307303.982547671
15612,272282.968345048
309,226347.374876285
3021,167426.030077881
7676,249632.223791177
16268,106781.815495317
9819,286668.658204069
13528,106338.44993177
7282,117479.036018048
9302,260797.56429475
10185,292365.367851886
4392,111265.906998905
4174,148023.274490736
7939,274517.632093338
19842,94285.8267058182
7274,142454.046591263
14333,153566.05000951
14934,222727.014393395
12043,195891.965164077
14115,207307.04958035
15237,300609.873847385
9407,275763.638476679
95,169177.913902547
7178,201253.560854465
11373,298066.101967276
6140,178100.601895231
6731,398406.532160012
15748,237586.621258395
1915,13061.0054000956
10963,190514.067977026
15263,249444.77964796
17314,255342.113927405
9414,368419.256071305
15000,184135.850930136
19432,173525.263799158
5434,203192.97505896
9972,215623.638808821
16970,242282.304632156
9830,296277.432084586
12685,135076.917306092
15418,197105.216842942
12899,144640.889761478
19743,33472.9847134215
15980,295986.157774386
2589,99042.783375979
3179,126417.836071453
3450,208348.829489829
15600,110233.014714036
6781,235871.277342921
18930,211186.776382221
11782,104109.530281075
19688,84807.0705789108
20072,117374.980908265
16442,161878.270039616
14508,219222.440926688
6502,123385.446512126
11554,232364.4658141
4723,246926.452994468
14814,288409.933787818
4588,162909.563517332
17416,189782.696045162
17628,208199.195408662
3507,226023.336585269
18839,7548.679962652
3016,177255.597143897
18457,273974.602212672
8810,432345.541293817
18806,1053.63789921125
12249,137808.298600226
518,429728.570951497
12703,162341.011983687
14033,245298.077930389
19610,172627.11638198
15816,235987.066249787
13213,201909.610946068
7273,110344.521742005
6386,209459.05132956
4842,135957.076149923
4747,216319.548152734
10567,193401.331659681
2675,116522.664250491
20010,91767.9417195395
13550,129107.845766841
10058,75646.170121508
7161,79929.2457953398
19080,201137.612228577
19625,151649.151614113
2786,48205.8687143731
525,226081.13170829
17227,398150.641578549
9638,156956.128776489
20113,125826.318608615
20000,81827.3390301079
17864,226741.976270798
10263,280801.307467275
16912,532697.469787891
1144,3446.79948038284
11701,244278.17361276
4310,128197.577672095
10385,262553.05827715
11352,54400.6595940013
10642,181321.492269119
7179,190115.609581318
233,251612.830053545
7719,267454.197693531
20603,46680.3583721512
3082,73378.0743375302
4773,181515.167309194
16616,268921.954377031
3821,177674.993738651
8140,269825.425747667
1289,201603.945746096
7182,159366.37582464
16764,278728.701882076
7653,223066.257929846
7817,206361.361241147
7516,231310.056165578
16774,270276.239992418
2087,82128.5481245228
14361,202409.396591166
17833,279271.103430591
19316,254164.218241856
6362,179843.366795858
11941,174074.423336847
1288,78299.470721309
19662,150037.732910205
18632,263680.229086068
5489,274293.315885276
6354,149539.557393885
12422,73628.6694030453
8516,242449.914372003
12209,176155.868558804
20123,204192.309960971
7763,227736.374722933
7138,220669.841716959
8351,306093.087515226
17550,193676.428334543
19415,191357.592654424
14701,276355.677580552
8673,326211.686517986
17241,220229.346649149
17715,247102.122041496
15794,149840.315262127
8188,373919.883685936
6926,178665.001416787
6771,373466.653601399
12732,204945.538834314
18594,274245.342314132
16666,285044.41464862
14782,204100.700455064
7937,112977.761793856
15601,207291.66973703
13382,183337.830184617
8709,308722.032778823
9260,124878.815130743
9721,238444.348284523
8065,279215.494905912
18456,284122.447745369
1719,170645.499196456
6651,174250.731668611
1543,290534.978137398
4160,148373.335730307
14581,284435.08287965
1922,71399.9553717013
20469,196596.483427007
10381,218895.790481506
6249,147909.028043396
6250,189829.07438264
1557,342733.727115718
4556,113746.716866319
15235,331458.387375318
18514,285284.682023977
1860,64908.6069407875
9081,109600.067012031
2111,131279.914212499
7039,156091.89828607
7905,257724.479745582
9809,414877.209041287
3535,370102.414146064
5660,287495.180779141
3843,108162.100603166
19579,132974.961949628
8847,653299.789830559
6241,209874.446604036
14396,206133.7884004
7736,188301.248944341
3635,194114.476086411
6182,270851.613606666
3425,150934.908927979
13401,108107.874564008
16561,191958.493802485
12440,30952.1404997457
11046,155573.005096612
13654,118756.690920531
20180,222431.210115165
10752,332917.804451532
9456,137492.406409486
2447,59864.389480621
6579,410114.098576027
12781,106070.8419242
13342,267856.418809651
1972,61879.5296578303
8251,134760.593425892
9558,117313.88959518
15578,228660.961594158
6611,304085.911438756
3570,263105.970471771
8112,196526.117277562
13926,-16588.6565988019
6556,362830.185337519
3196,105213.166118854
16184,94330.2646920792
1221,128304.10555121
2642,136027.360671455
3911,173436.742337397
15817,186286.179906424
5840,239880.878412734
11441,283001.572279478
7835,175938.798742306
18772,30653.9272521727
6545,137515.471405898
18873,252015.291618187
422,379216.388551179
6308,209274.355462692
11946,155423.341746784
12219,181499.614798085
15250,265160.647396465
4853,148952.712066537
15478,137478.080717858
13535,134451.325883025
5135,150966.827202841
10999,317274.608777602
704,245881.612104554
553,226344.672821969
11194,202054.109217641
5671,270316.771404732
12725,204140.480441288
12695,281950.022856308
7147,174199.538760833
15318,182780.897572465
13611,199552.807228128
15935,258603.722339496
127,396266.979731876
13562,266732.704334089
17322,234195.835731003
16637,232162.874674127
19524,76463.8065778155
2108,11121.0046454116
11054,218262.716534498
13734,150971.025790011
13374,191540.071188075
6764,188228.136007239
7016,235415.023761726
6879,162559.419878922
4183,255343.740875803
6903,211171.833822506
674,222790.225535498
18834,6425.89522866693
1140,39366.2569004752
15344,174913.443717499
13349,159070.629860175
196,152563.243625427
18673,266623.307159167
10337,293922.995731098
301,157273.580138261
2169,121936.924987795
18080,491365.179660488
16756,211269.851641939
10867,248240.537476709
4620,161758.829426322
6776,222392.417291473
14276,117041.772930369
5313,330408.69272344
16257,128081.85597819
6973,203983.318624828
16234,251338.923189559
10154,319884.438503077
4259,281811.225986268
4942,123565.902676618
1847,261397.218119964
12457,16284.8052888347
19525,29722.6223132833
11166,207452.677815886
7401,120780.417873769
18280,397079.56759342
18179,259906.61860933
16392,139829.963931814
8368,191084.284119609
19903,104894.419935625
9963,269467.564657866
16773,279861.139733077
15985,268406.160803885
14653,160889.287095268
3732,260796.216557257
3251,94523.1401699788
1531,322197.471484599
2283,135835.448282557
3563,272501.864304277
18317,361474.032563073
4569,148930.083839041
9024,382425.901472505
19034,204336.555792071
15867,193904.644562099
119,321791.206105899
8324,136000.466496636
6382,273159.456197471
13472,156594.761634583
5349,303681.801794669
2932,87615.1795493169
4204,212471.913873722
4428,129254.0207694
15924,251202.323659989
1877,-3287.09149175706
19519,75720.1523048775
16568,246108.945854384
12615,182584.922302717
12251,122801.936057727
4420,151487.254655787
15860,290480.668950445
12353,181044.176078983
17712,268105.767745344
19126,230954.211113071
11201,92217.1057996124
14608,250517.888339295
16837,272815.670261543
1120,35169.07759717
14589,234399.63143786
20364,328591.428661133
14346,186926.374434667
19969,99871.6532275673
19136,230242.471628968
6824,256792.58466229
3167,95352.9296317938
9872,241952.004479487
4947,109939.520704763
13014,158409.668883624
12300,97914.919280478
14936,243130.75822136
5513,177719.171326548
14891,206444.809382893
19931,164302.71863539
8997,230534.348660223
8748,316746.500003851
1536,348598.816036293
10637,217250.327881389
10998,191103.963011859
9428,247773.683639338
5032,206859.395101894
3374,209119.081691971
8319,204785.152387713
20311,201839.4676284
2555,123954.90572422
10414,253468.426567909
3791,85839.0196089333
15672,336468.301162792
19613,168409.494955275
19360,199716.38377206
17819,222740.185508065
6277,187976.55170163
1463,200209.783260908
18110,369795.528676641
9715,298994.294736507
15767,288427.725156226
14685,365618.718724593
7169,197579.174416582
13400,149507.608057592
14138,204886.983629677
4552,91453.4305704077
12041,168554.113013333
4983,163534.34636088
17822,249014.79154764
14338,227655.086221795
1581,354686.250657599
18652,236977.098924452
81,123143.336295172
6708,226150.845869674
10735,294116.370194332
5887,226513.610039362
14373,386515.077135707
15745,223830.12274844
12375,326978.204752078
17845,331291.393823816
114,246915.008231478
15559,150098.688401868
8222,151670.695467203
758,195991.974381628
3857,184986.389142817
16341,179644.951834498
4901,105683.018733682
17461,20197.9537092965
19894,95761.7314071432
15457,163751.592608571
15837,285084.405380149
9654,155803.79951743
8267,215008.276090831
12736,225034.124324762
841,245222.426623168
8193,249298.579458065
8665,330843.014409232
1242,126363.257786935
6880,130846.695224151
4459,128583.936696185
17530,110354.233752085
19245,174135.727069307
10106,202232.162113813
10102,279384.372766366
2793,34839.9032324723
17292,384686.441951087
11208,226362.15365534
8143,246115.411374628
14973,202215.027040629
8108,246788.851170236
13769,106438.106762478
10494,295693.474719225
10824,127770.959329058
6794,181724.67407997
6927,186831.748676053
20289,233083.616677008
8226,176858.217057686
3210,131480.351452262
19230,192730.408190024
9181,257461.689549623
15961,259137.290849476
769,242158.397257229
15011,228472.72378365
20196,228213.693837615
15472,179473.340255494
16209,87444.6481398025
6893,199372.420852379
3612,207935.508636486
7526,124884.585759792
17449,273985.664551699
4767,166738.812575055
4137,154407.776476076
6003,156138.949320571
5503,436498.16496852
854,235651.049334252
11792,208137.976344052
411,285634.968994505
20048,66285.3723458693
11140,247370.970231142
11234,217248.094325304
12955,170395.027933328
17300,182615.26035884
9280,280072.986793773
8485,185454.685539537
10153,256795.616393991
13911,118736.574700071
10224,271632.385904185
19348,250243.46821069
2197,152884.125311645
6624,229197.194774974
6761,234570.292508057
9728,261204.1874759
5527,322640.260464665
862,247844.138211561
12306,223596.097829897
481,192339.128101243
7130,248593.236514781
12029,177134.876808408
3912,216836.41630839
13250,130055.547079459
453,210740.300030372
11789,106217.80493586
5343,69253.7032424493
881,262869.184148656
12628,98352.8703783227
16161,255626.629224791
5199,110136.098980032
12179,119905.212696336
5792,189503.390733421
565,293823.66276437
5737,278860.769450554
550,244065.363226143
197,150691.448229933
1046,76974.47504014
11162,147790.413139992
5131,124335.660233983
15829,280562.645522027
12155,171819.474482012
17411,213056.522685262
16716,251201.427457606
19308,234355.958723045
12484,123011.597929394
14353,220283.958064462
8476,294692.218453006
20034,81949.3600381451
4280,165720.754128463
12831,90038.9978141532
18155,264203.934990565
9355,501488.461121326
5989,185578.224843768
7730,190833.929280871
16904,270350.617001364
147,352546.86061003
18541,272354.977083659
6399,192019.733131156
17329,323156.913183588
10673,366548.973529863
17895,215983.593472511
20394,257792.839872654
17501,290150.885654117
17671,178966.98240806
15218,282219.74766575
19248,208916.608781928
19981,104286.035273553
3060,130482.900905976
4970,119348.507367104
7167,168595.533032935
14480,360258.828210674
19645,153145.699235774
19946,93239.9792610355
2609,148248.253838098
17779,287492.2570292
11843,48838.4667413001
9934,185612.583774277
20071,63776.1846164506
14125,145217.461298411
595,273695.976367075
13287,228015.724456968
14026,238442.31497919
6594,430025.241336563
15155,307573.021998646
14362,288821.681166376
13955,210226.331875631
18835,27260.8508022248
10846,257682.7601545
20078,78004.9365020331
6435,180987.87736805
9089,200425.06749248
7264,147283.584500476
1243,134231.314157685
9176,154478.834919512
17528,164488.047971958
1691,244829.354661127
174,162448.337381395
15545,228602.22923922
1414,243956.335172485
15035,278307.296323476
4460,230559.95959473
18473,166553.84254731
17570,190887.47823056
14597,256083.713512451
17763,191151.773933757
2851,184008.8648368
198,192701.637392215
12321,71167.2202083814
3671,207961.299276454
6238,126672.381285261
14277,134748.619258124
9281,276488.299503167
4530,101025.772854317
8024,273412.268187962
17849,310033.576758721
16579,194281.995483752
13034,185332.263447108
9266,160397.08078567
19102,194189.36201803
8710,270521.200571231
13507,67656.6745471904
1335,219877.464041101
15634,252421.969767128
11787,185687.84731074
6093,170237.367220536
5497,188825.244260742
12788,86516.2685925369
9879,217063.765189566
16155,262058.061935905
8235,158320.598777862
9693,256712.713001464
8785,217803.134107081
5624,169444.953546488
15126,234138.08514399
11171,254080.925767813
15666,354531.160698806
8436,301003.907976179
18357,492011.078754617
11957,124691.704893902
