id,median_house_value
15942,488245323.93
6341,489157747.34
5761,490252505.91
11958,49190649.38
1820,492339209.29
20430,493341067.89
2505,494130812.32
19679,49571859.01
11360,49689751.69
20205,497241240.88
12834,498139668.06
17337,499323774.22
2298,50042635.82
5306,501464017.53
8387,502287914.38
8952,503158511.42
20173,504225173.3
16767,505238820.53
15619,506405962.96
10864,507180012.55
6688,508210724.65
6610,509147260.99
16438,510135728.61
20406,511329419.79
7604,512166468.89
848,513215717.97
11187,514307178.74
4735,515234172.66
2585,516131067.37
14906,517146404.82
10730,518337401.79
18740,51963549.46
4054,520244575.2
16700,521200334.04
15198,522316013.85
5669,523223412.39
18411,524234365.82
2700,52558471.79
15722,526284968.71
13247,527268954.88
7176,528154384.27
11505,529277600.44
1879,53048347.03
9580,53183219.3
3097,53299778.68
19292,533228592.19
15468,534231328.96
4726,535255593.97
15031,536,NA
10991,537182443.7
11150,538195157.1
16002,539337606.22
9726,540194908.68
10953,541132746.72
13485,542170435.07
17957,543318521.18
16079,544354938.35
6906,545197675.24
14032,546213437.16
14793,547211318.01
15370,548158529.17
12470,549177335.64
5292,550676744.89
4087,551251371.73
4220,552215205.88
17334,553309372.79
5275,554387279.62
673,555256662.4
2401,55667580.68
11414,557259721.14
7584,558159416.12
11746,559201423.77
36,560163116.51
7470,561194006.35
17451,562381710.35
8593,563261888.3
15034,564222616.78
9178,565228647.91
5580,566217810.84
15487,567196277.48
15948,568231715.23
12996,569124328.17
7942,570206921.98
9781,571229430.84
9800,572303750.75
12411,573141584.64
15770,574362624.87
11508,575279234.73
14267,576141047.6
14857,577272591.41
9792,578257796.57
11236,579255933.2
14676,580125740.64
7637,581213173.71
12331,58273537.83
10035,58360208.53
16426,584107639.74
17245,585200469.19
439,586206851.78
859,587204365.47
8379,588186578.81
11729,5894171.76
3108,59095498.02
12625,591168600.97
12668,592125593.6
14217,593223005.03
19045,594156336.87
13432,595177303.64
398,596255469.48
13671,597102518.77
11812,598112103.39
9574,599117397
13062,600156517.39
10800,601312469.01
11471,602338290.9
13912,60377821.07
4339,604157189.43
19453,605185386.9
13182,606180682.45
1876,60767645.95
2455,608114068.99
13513,60982389.1
4924,610105464.41
11168,611262772.74
6385,612238388.53
18635,613294425.6
19801,61413432.91
20020,615135844.02
1960,616109991.79
3768,617297341.87
3549,618291107.65
3564,619282278.04
11743,620138788.02
1995,621104232.79
6700,622248055.58
1258,623203254.21
13348,62479276.4
9610,62573539.59
11713,62655161.1
9404,627373238.25
6183,628177051.73
7393,629168260.93
14151,630190310.75
3944,631284902.48
18747,63232186.08
7439,633182795.76
18395,634255562.68
9430,635303249.09
9244,63646388.58
6521,637139410.09
16501,638122998.81
1247,639143390.4
10079,64097427.58
1894,641,-7563.44211037745
15236,642476049.32
19372,643132796.35
7451,644161291.45
3532,645320622.28
11089,646235610.33
17609,647348518.82
9513,648184694.2
343,649170073.07
17320,650325054.52
12250,651145959.76
15177,652222087.75
7417,653179824.74
10050,65483860.28
18387,655356244.78
11186,656260193.74
18701,65780226.25
14651,658206574.52
16291,65974064.45
3198,660192323.2
9431,661194480.07
8526,662249847.33
5674,663298699.9
19777,66443633.32
18117,665337679.16
14730,666243665.09
15918,667210453.56
17988,668252705.07
7038,669222658.09
16925,670243042.77
13225,671141682.35
2365,672162574.4
12165,673109602.61
11930,674171426.15
1287,675182643.99
12027,676114977.4
19101,677237981.65
4373,678259133.65
38,679167440.95
18530,680229386.29
7529,681141039.19
16590,682139306.67
17623,683292543.36
17680,684202089.16
16304,685147685.19
7002,686148969.24
14153,687,NA
3381,688238054.68
18064,689365431.89
6834,690203737.45
5368,691422635.88
4038,692243345.46
664,693242732.45
7935,694301645.28
17197,695194876.72
9413,696226299.54
2106,69776852.38
345,698168362.18
223,699291408.2
627,700256115.73
2559,701146006.77
7874,702226210.65
9762,703301035.98
3630,704276737.99
3478,705335819.99
19172,706215110.73
4568,707152145.6
6029,708227299.82
269,709266635.72
14654,710142790.03
5016,711198122.67
11123,712236504.76
1459,713277257.67
6589,714313861.72
4309,715150802.03
19643,71682778.98
2458,717133836.47
16572,718247146.04
10267,719262956.39
7175,720148529.26
2676,721110205.49
17419,722243752.06
5918,723127701.47
18681,724225945.8
9680,72589449.13
19031,726261724.2
13300,727134025.17
14902,728198892.62
1636,729382240.1
2867,730127032.91
10475,731277274.7
17061,732259177.15
357,733183845.51
5952,734203544.67
17714,735274735.28
8257,736223616.35
12376,737340486.41
13180,738303333.43
20216,739245039.25
10608,740282124.49
2511,741189060.49
16108,742223768.13
19047,743199189.49
17049,744373110.84
13749,745160355.48
19314,746283293.37
7712,747216518.96
7700,748254989.81
9484,749188495.36
20344,750264388.19
7633,751202655.71
16540,75298156.06
12773,753108159.68
19338,754130458.71
16282,755101211.1
7302,756160229.08
14746,757220189.65
17605,758323499.25
8061,759184836.95
14917,760216259.02
16148,761272794.7
3637,762212590.23
13827,76372500.82
5979,764251326.52
8260,765202963.53
7789,766242034.28
568,767285199.45
16299,768115730.06
2216,769326707.8
15173,770265287.91
10678,771280120.49
1060,772117384.43
6609,773219412.14
20291,774216157.97
15730,775155092.47
11963,776113152.93
13053,777157190.88
11454,778297030.53
11757,779210162.98
7960,780266241.38
19174,781209809.56
10766,782310834.73
17284,783317547.34
17054,784344925.91
9246,78584187.62
17853,786275272.68
11332,787166886.04
10636,788281618
8258,789200737.82
15509,790191685.42
4554,791118911.74
2367,792125548.81
16928,793196180.04
15165,794192719.1
3369,795,-6145.57479123067
4439,796140165.68
3557,797401291.35
2389,798109308.36
14223,799238341.3
6685,800313445.29
7858,801193799.96
1484,802199406.45
6929,803162537.32
5520,804303176.91
16408,805154543.44
7195,806135534.03
7069,807242557.85
9958,808237915.35
12032,809156061.09
1239,810119252.2
15077,811227781.55
138,812403599.22
387,813313116.51
15612,814269992.93
309,815233142.1
3021,816172914.93
7676,817250703.69
16268,818102284.64
9819,819287944.06
13528,820105219.99
7282,821119392.09
9302,822262833.54
10185,823291045.24
4392,824,NA
4174,825150535.35
7939,826275390.71
19842,82786651.28
7274,828144088.33
14333,829151573.21
14934,830226229.69
12043,831193013.84
14115,832205441.08
15237,833297653.6
9407,834277538.12
95,835181007.15
7178,836201429.43
11373,837297221.04
6140,838180776.94
6731,839399212.3
15748,840234940.95
1915,84123750.3
10963,842191631.58
15263,843245630.98
17314,844251909.3
9414,845370108.84
15000,846181134.22
19432,847168815.4
5434,848204714.34
9972,849217755.36
16970,850238983.09
9830,851295695.3
12685,852133261.91
15418,853190652.79
12899,854142131.38
19743,85527341.44
15980,856292093.27
2589,857105836.76
3179,858129899.99
3450,859210907.83
15600,860108769.52
6781,861235285.83
18930,862205888.01
11782,863102334.7
19688,86477167.71
20072,865108294.14
16442,866155963.25
14508,867215532.43
6502,868123663.05
11554,869230524.66
4723,870248923.22
14814,871284492.78
4588,872166318.82
17416,873188656.88
17628,874203031.57
3507,875229104.47
18839,876441.72
3016,877186762.12
18457,878268488.29
8810,879439215.5
18806,880,-1293.72595073163
12249,881141185.18
518,882438720.16
12703,883161522.42
14033,884241535.46
19610,885163680.25
15816,886231120.53
13213,887199378.88
7273,888112470.23
6386,889211044.7
4842,890138085.11
4747,891217615.53
10567,892192752.57
2675,893119704.03
20010,89483824.93
13550,895126850.87
10058,89672782.68
7161,89782094.94
19080,898197273.51
19625,899144214.01
2786,90053912.62
525,901233201.29
17227,902394161.15
9638,903160673.28
20113,904121628.33
20000,90574535.81
17864,906223181.61
10263,907279487.37
16912,908529991.14
1144,90910029.39
11701,910244205.3
4310,911,NA
10385,912260079.47
11352,913,NA
10642,914180457.68
7179,915191767.68
233,916257280.69
7719,917267806.17
20603,91839941.88
3082,91985417.74
4773,920183497.04
16616,921268544.63
3821,922183374.84
8140,923270703.98
1289,924208959.1
7182,925160997.95
16764,926275281.1
7653,927223826.84
7817,928207423.16
7516,929232254.07
16774,930266291.11
2087,93184762.57
14361,932199645.1
17833,933275780.83
19316,934250472.01
6362,935181212.79
11941,936171171.89
1288,93782716.61
19662,938141934.3
18632,939261561.86
5489,940276352.09
6354,941153730.86
12422,94272105.74
8516,943242123.82
12209,944175694.32
20123,945200959.42
7763,946228521.11
7138,947220653.11
8351,948305046.46
17550,949187664.23
19415,950187140.39
14701,951271098.4
8673,952328629.31
17241,953215941.17
17715,954243342.81
15794,955148220.48
8188,956374477.06
6926,957179648.81
6771,958374479.89
12732,959202637.23
18594,960269796.83
16666,961282682.32
14782,962203620.49
7937,963114671.14
15601,964202918.9
13382,965179246.47
8709,966309501.67
9260,967123577.39
9721,968240755.3
8065,969282460.77
18456,970280160.31
1719,971174843.97
6651,972175954.16
1543,973297346.3
4160,974153093.07
14581,975282379.31
1922,97677679.87
20469,977189171.99
10381,978216727.64
6249,979149951.72
6250,980191910.16
1557,981347632.42
4556,982118300.13
15235,983329374.16
18514,984281275.68
1860,98572601.36
9081,986109697.63
2111,987132605.42
7039,988157406.44
7905,989258527.95
9809,990419013.91
3535,991374023.31
5660,992290029.63
3843,993114330.12
19579,994127492.65
8847,995655757.59
6241,996211596.38
14396,997202266.6
7736,998189225.38
3635,999197064.58
6182,1000271949.62
3425,1001153924.23
13401,1002103035.56
16561,1003188179.35
12440,100427204.03
11046,1005155193.2
13654,1006118352.16
20180,1007216211.11
10752,1008333632.8
9456,1009144342.13
2447,101063868.66
6579,1011412949.21
12781,1012105451.41
13342,1013266536.81
1972,101467762.72
8251,1015141868.15
9558,1016115428.19
15578,1017224381.57
6611,1018304340.7
3570,1019266278.35
8112,1020198729.14
13926,1021,NA
6556,1022364485.08
3196,1023110056.61
16184,102489177.14
1221,1025135832.66
2642,1026142219.19
3911,1027178727.5
15817,1028184969.25
5840,1029242512.44
11441,1030280210.19
7835,1031175596.1
18772,103224437.5
6545,1033139182.44
18873,1034245278.93
422,1035386597.64
6308,1036209869.17
11946,1037155012.77
12219,1038179636.68
15250,1039263472.84
4853,1040,NA
15478,1041137879.71
13535,1042132067.1
5135,1043152551.14
10999,1044316241.61
704,1045253790.02
553,1046232192.65
11194,1047198924.14
5671,1048272278.34
12725,1049201139.86
12695,1050279877.81
7147,1051175070.53
15318,1052180523.45
13611,1053195841.21
15935,1054254677.57
127,1055402688.58
13562,1056261786.02
17322,1057230786.18
16637,1058229348.92
19524,105967586.7
2108,106018687.85
11054,1061216020.37
13734,1062146740.54
13374,1063198652.54
6764,1064190249.52
7016,1065237445.44
6879,1066164692.19
4183,1067256759
6903,1068211131.26
674,1069230590.33
18834,1070428.97
1140,107144191
15344,1072173242
13349,1073157484.43
196,1074163002.33
18673,1075265361.89
10337,1076296455.76
301,1077163919.82
2169,1078126658.88
18080,1079490578.75
16756,1080209479.92
10867,1081246989.59
4620,1082166353.02
6776,1083223331.87
14276,1084114055.91
5313,1085337256.95
16257,1086123523.53
6973,1087203496.21
16234,1088245224.79
10154,1089318773.98
4259,1090284332.19
4942,1091127327.65
1847,1092266664.29
12457,10939429.4
19525,109424166
11166,1095210111.3
7401,1096121964.7
18280,1097395138.4
18179,1098256580.31
16392,1099132573.51
8368,1100192022.04
19903,110195531.69
9963,1102270823.26
16773,1103274707.34
15985,1104264015.49
14653,1105157212.11
3732,1106264512.12
3251,110799122.12
1531,1108326550.71
2283,1109139438.25
3563,1110275841.85
18317,1111356799.1
4569,1112154645.46
9024,1113378410.47
19034,1114197089.71
15867,1115190735.89
119,1116329100.33
8324,1117137691.61
6382,1118274040.93
13472,1119154582.15
5349,1120306070.92
2932,112190495.6
4204,1122214760.74
4428,1123133365.42
15924,1124249448.29
1877,11253357.13
19519,112668880.53
16568,1127245716.84
12615,1128179396.45
12251,1129122706.96
4420,1130154534.24
15860,1131287043.84
12353,1132183897.06
17712,1133265156.48
19126,1134223978.15
11201,113591984.7
14608,1136247502.09
16837,1137268862.67
1120,113839535.93
14589,1139230354.21
20364,1140322379.47
14346,1141183633.77
19969,114290550.67
19136,1143226859.94
6824,1144258142.48
3167,114599513.73
9872,1146242343.82
4947,1147114777.44
13014,1148157592.25
12300,114994047.29
14936,1150240567.19
5513,1151179758.52
14891,1152204303.6
19931,1153156778.68
8997,1154230831.32
8748,1155314047.07
1536,1156355102.92
10637,1157216925.26
10998,1158193002.68
9428,1159251887.28
5032,1160208762.56
3374,1161213032.38
8319,1162207605
20311,1163196182.84
2555,1164129529.06
10414,1165253912.5
3791,116690367.36
15672,1167333278.59
19613,1168164759.72
19360,1169195761.31
17819,1170217084.5
6277,1171189623.56
1463,1172204421.84
18110,1173364972.36
9715,1174297846.38
15767,1175283423.23
14685,1176368978.4
7169,1177,NA
13400,1178143943.81
14138,1179201539.4
4552,118095221.31
12041,1181160319.16
4983,1182164495.59
17822,1183244450.46
14338,1184225168.97
1581,1185362781.44
18652,1186232552.15
81,1187131132.96
6708,1188227550.1
10735,1189292474.44
5887,1190226278.76
14373,1191383550.64
15745,1192220821.23
12375,1193377249.74
17845,1194330262.81
114,1195253234.29
15559,1196146901.87
8222,1197152108.73
758,1198202946.47
3857,1199186944.44
16341,1200176862.45
4901,1201108521.45
17461,120223540.45
19894,120389171.95
15457,1204159985.18
15837,1205281699.99
9654,1206155960.08
8267,1207217901.47
12736,1208222972.78
841,1209253048.23
8193,1210249092.86
8665,1211331748.22
1242,1212131177.1
6880,1213132901.89
4459,1214130037.57
17530,1215109147.95
19245,1216169113.08
10106,1217201197.86
10102,1218277070.75
2793,121935968.23
17292,1220385124.62
11208,1221223287.24
8143,1222246698.56
14973,1223195841.39
8108,1224247502.48
13769,1225103605.97
10494,1226293663.88
10824,1227125194.22
6794,1228184875.12
6927,1229187982.61
20289,1230228896.77
8226,1231178832.88
3210,1232135525.65
19230,1233186066.98
9181,1234259736.12
15961,1235255027.35
769,1236249966.6
15011,1237224300.89
20196,1238226355.5
15472,1239176412.99
16209,124082652.16
6893,1241202007.03
3612,1242212075.85
7526,1243124993.8
17449,1244271949.64
4767,1245168354.26
4137,1246156524.22
6003,1247156125.66
5503,1248435931.55
854,1249244833.07
11792,1250205582.31
411,1251291230.41
20048,125258625.83
11140,1253245827.7
11234,1254215213.35
12955,1255169077.16
17300,1256179534.57
9280,1257277555.47
8485,1258184875.45
10153,1259256944.88
13911,1260115694.14
10224,1261271066.94
19348,1262247114.98
2197,1263157396.64
6624,1264228550.02
6761,1265233881.05
9728,1266263045.43
5527,1267325443.86
862,1268254135.49
12306,1269254147.49
481,1270197235.27
7130,1271249824.45
12029,1272174977.85
3912,1273220693.85
13250,1274127659.58
453,1275218184.6
11789,1276104024.56
5343,127771957.71
881,1278268338.14
12628,127996413.15
16161,1280253368.5
5199,1281113020.23
12179,1282117517.3
5792,1283192343.98
565,1284297798.14
5737,1285280050.32
550,1286249557.33
197,1287156891.17
1046,128881945.49
11162,1289146923.06
5131,1290126002.45
15829,1291276118.92
12155,1292172592.61
17411,1293209646.62
16716,1294247306.64
19308,1295228578.18
12484,1296122818.84
14353,1297219528.62
8476,1298294928.11
20034,129973494.97
4280,1300,NA
12831,130188128.73
18155,1302257815.31
9355,1303505512.88
5989,1304187468.56
7730,1305191582.78
16904,1306271493.34
147,1307360516.42
18541,1308269097.89
6399,1309193373.27
17329,1310321031.42
10673,1311367227.4
17895,1312211000.37
20394,1313253019.06
17501,1314287288.88
17671,1315173559.01
15218,1316276381.94
19248,1317203678.74
19981,131895784.51
3060,1319136974.52
4970,1320121084.96
7167,1321169138.84
14480,1322362634.49
19645,1323146220.73
19946,132485997.49
2609,1325,NA
17779,1326281681.38
11843,132747439.38
9934,1328187019.53
20071,132961011.23
14125,1330143863.87
595,1331280759.31
13287,1332223680.83
14026,1333234603.59
6594,1334430354.31
15155,1335303287.37
14362,1336283753.65
13955,1337219872.43
18835,133819301.93
10846,1339256262.92
20078,134071683.09
6435,1341183134.24
9089,1342200513.43
7264,1343148982.15
1243,1344139940.49
9176,1345155547.97
17528,1346161217.87
1691,1347252450.49
174,1348168257.99
15545,1349222672.89
1414,1350249325.36
15035,1351274846.12
4460,1352235390.96
18473,1353161498.15
17570,1354185784.05
14597,1355253373.43
17763,1356188094.43
2851,1357186807.52
198,1358200511.89
12321,135969652.76
3671,1360211941.78
6238,1361127238.5
14277,1362132347.91
9281,1363276524.98
4530,1364102085.89
8024,1365272462.62
17849,1366304884.27
16579,1367188258.65
13034,1368183116.74
9266,1369160948.48
19102,1370188610.55
8710,1371270804.59
13507,137263595.13
1335,1373226360.23
15634,1374249182.14
11787,1375183021.11
6093,1376170966.42
5497,1377190847.4
12788,137882371.21
9879,1379217906.91
16155,1380260276.61
8235,1381160742.84
9693,1382256211.78
8785,1383215549.83
5624,1384173860.23
15126,1385229912.34
11171,1386252923.51
15666,1387352793.46
8436,1388301916.17
18357,1389490077.74
11957,1390122134.98
17377,1391204897.36
5843,1392191079.78
11311,1393223578.13
5991,1394,NA
8015,1395257712.09
155,1396419388.02
5071,1397281123.84
9589,1398176462.35
13746,1399166807.94
1054,1400113500.79
14070,1401192498.24
7181,1402174621.6
4261,1403173613.1
18961,1404179297.08
9987,1405204235.57
10156,1406547748.61
7884,1407217920.24
16776,1408212273.26
2089,1409105937.2
6353,1410198343.42
10384,1411216862.12
18114,1412325687.2
17378,1413169842.1
6623,1414221610.53
6576,1415294090.74
14807,1416218253.65
6387,1417255132.25
1962,141873220.84
17036,1419263852.88
728,1420244079.69
11044,1421269739.15
3503,1422183645.72
3395,1423212940.5
2801,1424,-64199.3550765359
5998,1425132318.29
19818,142680025.58
18490,1427226381.84
6678,1428175145.24
933,1429257689.22
9635,1430185398.96
4004,1431246726.54
9842,1432238166.36
8932,1433224910.73
10542,1434309764.96
19687,143569409.95
16352,1436186402.62
9483,1437102238.16
15091,1438122112.62
18909,1439187657.11
19631,144098061.78
4176,1441151762.8
13729,1442146556.24
12154,1443160150.69
19940,1444102264.61
7542,1445128876.79
1629,1446425860.71
2466,1447127276.78
1339,1448216987.05
3801,1449264455.77
3154,1450144521.32
2045,1451109304.85
13744,1452175482.76
1994,1453119055.27
14391,1454254280.09
10564,1455333685.35
5385,1456172316.64
9077,1457174734.72
9505,1458183834.86
1021,1459216792.41
9294,1460295571.79
8854,1461675090.55
8636,1462401468.16
8155,1463238626.52
10904,1464124324.61
8169,1465205095.46
13900,146612121.28
746,1467189178.18
11306,1468195428.53
10254,1469166542.58
15904,1470271870.87
12117,1471159388.19
15033,1472227963.01
15321,1473212037.95
17101,1474317919.26
12648,1475126577.07
19964,147678914.89
678,1477254527.26
20287,1478213849.15
3954,1479398357.8
19813,1480133389.31
17589,1481239128.67
3817,1482181859.49
16621,1483289454.22
15506,1484261284.29
15170,1485213003
13748,1486189551.46
9488,1487166510.92
19501,1488138683.99
18508,1489351089.46
16736,1490277023.91
6550,1491130137.86
10865,1492163002.6
18013,1493299575.54
9433,1494220746.19
6907,1495238311.05
20133,1496237850.38
17604,1497268799.17
17347,1498288616.45
8993,1499295564.71
3389,1500318935.03
17526,1501244506
19705,150293854.05
6785,1503270892.53
20515,150477915.81
17458,1505349746.41
3442,1506208726.62
4354,1507468247.6
20505,1508316227.81
16886,1509,NA
12998,1510164991.27
9525,1511262394.85
